"u47cd9bdaec7161a42e70c7de5d03495c|1516201449277" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896065030" 
"ucead726c4d61dc0e315b7bfa53e37a5d|1516896065582" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896065667" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896065689" 
"ucead726c4d61dc0e315b7bfa53e37a5d|1516896066210" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896066269" 
"u391ac4887f775f53514723f5d888a551|1516896130737" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516896154477" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516896247808" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896247561" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896248128" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516896248359" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896248811" 
"u391ac4887f775f53514723f5d888a551|1516896250913" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896376410" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896377067" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896377083" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896377808" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516896383281" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1516896449963" 
"u391ac4887f775f53514723f5d888a551|1516896479943" 
"ucfeff0974100dd03716b78aeb0724282|1516896622934" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516896626932" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516896762502" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896762238" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896762870" 
"ua90de49c01d8527f08d5503d782a8e15|1516896766225" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896784975" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516896785617" 
"ua90de49c01d8527f08d5503d782a8e15|1516896785674" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896785738" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516896785989" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516896786395" 
"ua90de49c01d8527f08d5503d782a8e15|1516896786166" 
"u210bb1e7460bf6a95a5a9f85dd74362b|1516896868661" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897018947" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897017183" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897019774" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897020313" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897046768" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897053891" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897242209" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897242433" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897242776" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897243039" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897243419" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897249271" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1516897316567" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897416374" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897416958" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897416977" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897416984" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897417385" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897417511" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897417944" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1516897449301" 
"u0b93a81d47af3aace2e5f6fc933fe909|1516897458119" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897579496" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897580109" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897580120" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897580778" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897585266" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897589129" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897787732" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897787969" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897788286" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897788291" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897788399" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897788516" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897788922" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897788740" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1516897803513" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897859237" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897859529" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897859945" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897859737" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897874233" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897874530" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897874799" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897874964" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897933163" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897933559" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897933770" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516897933791" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897933786" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516897933959" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516897934399" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516897934251" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898003999" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898004279" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898004627" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898004654" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898004601" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898004839" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898005015" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898005284" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898143322" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898143055" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898143570" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898143652" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898143889" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898143792" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898144159" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898144304" 
"uf53a1e43810a846713e8879577c4d8bc|1516898269109" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516898382261" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898448470" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898448728" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898449065" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898449167" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898449571" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898449080" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898449607" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898450860" 
"u8e5c1ea320f287b4d8332413d73e91f8|1516898496076" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516898553061" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898678213" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898678667" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898678943" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898680191" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898683274" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898683604" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898684022" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898684238" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898685690" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898685965" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898686481" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898686490" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898687877" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898687613" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898688138" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898688373" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898698106" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898698322" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898699058" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898699300" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898700407" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898700647" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898700810" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898700908" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898719468" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898719769" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898720116" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898720138" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898720328" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898720330" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898720704" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898720746" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898784031" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898784454" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898784352" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898784785" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898784627" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898789641" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898815427" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898824103" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898824533" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898824797" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898824922" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898825465" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898825283" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898887365" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898887930" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898887622" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898887957" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898888067" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898888592" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898888165" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898888654" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898956318" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898956542" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898956790" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516898956867" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516898957217" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898957008" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516898957571" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516898957436" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516898969650" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899091278" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899091566" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899091698" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899091857" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899092103" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899091860" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899092252" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899098779" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516899106135" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899154082" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899153643" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899154346" 
"u8e0e805b76a4fe0daac53fb715ed3449|1516899204021" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899227854" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899228102" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899228451" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899228457" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899228728" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899229092" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899237752" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516899256340" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899307924" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899308544" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516899319071" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899323259" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899351015" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899351699" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899351575" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899352202" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899353348" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899355780" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899356416" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899359142" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899367249" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899436234" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899436039" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899436625" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899436861" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899437296" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899438433" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899449150" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899449408" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899449719" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899449868" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899450200" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899449969" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899451159" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899450431" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899554670" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899554930" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899555164" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899555274" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899555510" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899555366" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899555662" 
